path,lang,label,technique,system_id,speaker_id,source,text,augmentation
data/processed/ko_augmented/kss_06758_aug.wav,ko,bonafide,real,-,kss_speaker,kss,약간 비싼데요.,rawboost
data/processed/ko_augmented/kss_01803_aug.wav,ko,spoof,tts,mms-tts-kor,vits_default,kss_transcript,이건 너무 억울해요.,codec
data/processed/en_augmented/LA_T_3432669_aug.wav,en,spoof,tts,A02,LA_0084,asvspoof2019la,,none
data/processed/ko_mlaad_augmented/ozma_of_oz_06_f000113_aug.wav,ko,spoof,tts,OmniVoice,-,mlaad,,none
data/processed/ko_augmented/zeroth_213_003_0318_aug.wav,ko,bonafide,real,-,zeroth_213,zeroth_korean,의료계 종사자들이 사태를 파악할 때쯤에는 이미 여러 도시 전체가 감염되어 있을 수도 있다,none
data/processed/ko_augmented/zeroth_193_003_2880_aug.wav,ko,bonafide,real,-,zeroth_193,zeroth_korean,야당 지지자들은 문 대표의 무능에 진절머리를 낼 테고 떨어지는 지지율 소리에 의원들은 좌불안석일 것이다,rawboost
data/processed/en_mlaad_augmented/dorothy_and_wizard_oz_09_f000068_aug.wav,en,spoof,tts,tts_models_multilingual_multi-dataset_xtts_v2,-,mlaad,,rawboost+codec
data/processed/en_mlaad_augmented/wives_and_daughters_47_f000113_aug.wav,en,spoof,tts,Qwen3-TTS-12Hz-1.7B-Base,-,mlaad,,none
data/processed/en_augmented/LA_T_7786173_aug.wav,en,bonafide,real,-,LA_0090,asvspoof2019la,,rawboost
data/processed/en_augmented/LA_T_7133372_aug.wav,en,bonafide,real,-,LA_0086,asvspoof2019la,,rawboost
data/processed/en_mlaad_augmented/jane_eyre_25_f000169_aug.wav,en,spoof,tts,GPT-SoVITS,-,mlaad,,rawboost
data/processed/ko_augmented/zeroth_182_003_2985_aug.wav,ko,bonafide,real,-,zeroth_182,zeroth_korean,앵커 한 고등학교가 얼마 전 이 학년 학부모들에게 발송한 가정통신문입니다,none
data/processed/ko_mlaad_augmented/rinkitink_baum_10_64kb_f000023_aug.wav,ko,spoof,tts,MOSS-TTS-8B,-,mlaad,,rawboost+codec
data/processed/en_mlaad_augmented/ozma_of_oz_12_f000012_aug.wav,en,spoof,tts,GPT-SoVITS,-,mlaad,,rawboost
data/processed/ko_mlaad_augmented/pink_fairy_book_14_f000045_aug.wav,ko,spoof,tts,MOSS-TTS-1.7B,-,mlaad,,none
data/processed/ko_augmented/kss_04355_aug.wav,ko,bonafide,real,-,kss_speaker,kss,사람들이 마을 회관에 모여 있다.,none
data/processed/ko_mlaad_augmented/pink_fairy_book_39_f000022_aug.wav,ko,spoof,tts,Chatterbox Multilingual,-,mlaad,,rawboost
data/processed/en_augmented/LA_T_1797843_aug.wav,en,bonafide,real,-,LA_0098,asvspoof2019la,,none
data/processed/en_augmented/LA_T_1596451_aug.wav,en,bonafide,real,-,LA_0079,asvspoof2019la,,rawboost+codec
data/processed/ko_mlaad_augmented/emerald_city_of_oz_11_f000005_aug.wav,ko,spoof,tts,OmniVoice,-,mlaad,,rawboost
data/processed/ko_augmented/zeroth_146_003_2896_aug.wav,ko,bonafide,real,-,zeroth_146,zeroth_korean,최근 일정한 직업 없이 생활한 이들은 이 천여만원의 빚을 졌고 월세 오십 이 만원짜리 다세대 주택에서 살았다,none
data/processed/en_augmented/LA_T_2607307_aug.wav,en,bonafide,real,-,LA_0098,asvspoof2019la,,none
data/processed/ko_augmented/zeroth_145_003_1898_aug.wav,ko,bonafide,real,-,zeroth_145,zeroth_korean,파업의 영향으로 전철이 지연되는 등 불편을 겪은 시민들이 많았을 겁니다,rawboost+codec
data/processed/en_mlaad_augmented/wives_and_daughters_18_f000138_aug.wav,en,spoof,tts,ElevenLabs-Turbo-v2.5,-,mlaad,,rawboost
data/processed/en_augmented/LA_T_5123366_aug.wav,en,bonafide,real,-,LA_0081,asvspoof2019la,,rawboost+codec
data/processed/en_augmented/LA_T_4678305_aug.wav,en,bonafide,real,-,LA_0098,asvspoof2019la,,rawboost
data/processed/en_augmented/LA_T_4006888_aug.wav,en,bonafide,real,-,LA_0087,asvspoof2019la,,rawboost
data/processed/ko_augmented/zeroth_216_003_1425_aug.wav,ko,bonafide,real,-,zeroth_216,zeroth_korean,이처럼 친박계가 총궐기 입장을 보이고 있는 가운데 안심번호 수용불가라는 청와대 입장까지 더해지면서 자칫 당내 의총이 김무성 대표 성토장으로 돌변할 가능성까지 점쳐지고 있다,none
data/processed/ko_augmented/kss_09080_aug.wav,ko,bonafide,real,-,kss_speaker,kss,요즘 살이 쪄서 고민이에요.,codec
data/processed/ko_augmented/zeroth_130_003_1399_aug.wav,ko,bonafide,real,-,zeroth_130,zeroth_korean,메르스에 감염된 서울 대형 병원 의사가 무려 천 오백 명이 넘는 사람들을 직 간접으로 접촉했다는 소식이었다,none
data/processed/en_augmented/LA_T_5439165_aug.wav,en,spoof,vc,A05,LA_0083,asvspoof2019la,,none
data/processed/en_augmented/LA_T_5265204_aug.wav,en,bonafide,real,-,LA_0091,asvspoof2019la,,codec
data/processed/en_mlaad_augmented/wives_and_daughters_38_f000142_aug.wav,en,spoof,tts,Qwen3-TTS-12Hz-1.7B-Base,-,mlaad,,rawboost
data/processed/ko_mlaad_augmented/jane_eyre_32_f000166_aug.wav,ko,spoof,tts,Qwen3-TTS-12Hz-1.7B-Base,-,mlaad,,none
data/processed/ko_augmented/zeroth_203_003_0763_aug.wav,ko,bonafide,real,-,zeroth_203,zeroth_korean,옥시가 출시한 가습기살균제로 많은 사람이 심각한 피해를 봤다,codec
data/processed/en_mlaad_augmented/pink_fairy_book_37_f000054_aug.wav,en,spoof,tts,ElevenLabs-v2-Multilingual,-,mlaad,,rawboost
data/processed/ko_mlaad_augmented/poisoned_pen_08_f000141_aug.wav,ko,spoof,tts,tts_models_multilingual_multi-dataset_xtts_v2,-,mlaad,,codec
data/processed/en_mlaad_augmented/wives_and_daughters_09_f000135_aug.wav,en,spoof,tts,ElevenLabs-Turbo-v2.5,-,mlaad,,codec
data/processed/en_mlaad_augmented/jane_eyre_07_f000021_aug.wav,en,spoof,tts,minimax_speech-2.6-hd,-,mlaad,,codec
data/processed/en_augmented/LA_T_6591503_aug.wav,en,bonafide,real,-,LA_0085,asvspoof2019la,,rawboost
data/processed/en_mlaad_augmented/midnight_passenger_06_f000239_aug.wav,en,spoof,tts,Qwen3-TTS-12Hz-1.7B-Base,-,mlaad,,rawboost
data/processed/en_mlaad_augmented/midnight_passenger_02_f000025_aug.wav,en,spoof,tts,ElevenLabs-v2-Multilingual,-,mlaad,,none
data/processed/ko_mlaad_augmented/northandsouth_01_f000050_aug.wav,ko,spoof,tts,OmniVoice,-,mlaad,,rawboost+codec
data/processed/ko_mlaad_augmented/pink_fairy_book_40_f000214_aug.wav,ko,spoof,tts,tts_models_multilingual_multi-dataset_xtts_v2,-,mlaad,,rawboost
data/processed/en_mlaad_augmented/jane_eyre_24_f000225_aug.wav,en,spoof,tts,ElevenLabs-Turbo-v2.5,-,mlaad,,rawboost
data/processed/ko_augmented/zeroth_205_003_0746_aug.wav,ko,bonafide,real,-,zeroth_205,zeroth_korean,직접 맨 뒤에 줄을 서서 로또를 사 손에 쥐기까지 십 이 분이 걸렸다,rawboost
data/processed/en_mlaad_augmented/wives_and_daughters_45_f000112_aug.wav,en,spoof,tts,MOSS-TTS-8B,-,mlaad,,codec
data/processed/ko_mlaad_augmented/pink_fairy_book_24_f000022_aug.wav,ko,spoof,tts,minimax_speech-02-turbo,-,mlaad,,none
data/processed/en_augmented/LA_T_4694860_aug.wav,en,bonafide,real,-,LA_0093,asvspoof2019la,,rawboost+codec
data/processed/en_mlaad_augmented/the_master_key_05_f000011_aug.wav,en,spoof,tts,minimax_speech-2.6-hd,-,mlaad,,rawboost
data/processed/ko_augmented/zeroth_194_003_1462_aug.wav,ko,bonafide,real,-,zeroth_194,zeroth_korean,반도의 나머지 부분은 인구가 매우 적으며 해안과 강가에 자리 잡고 있는 마을들은 대부분 배나 비행기로만 갈 수 있습니다,none
data/processed/ko_mlaad_augmented/poisoned_pen_06_f000133_aug.wav,ko,spoof,tts,MOSS-TTS-1.7B,-,mlaad,,none
data/processed/en_augmented/LA_T_8145267_aug.wav,en,bonafide,real,-,LA_0079,asvspoof2019la,,none
data/processed/en_augmented/LA_T_8861285_aug.wav,en,spoof,tts,A03,LA_0098,asvspoof2019la,,rawboost
data/processed/ko_augmented/kss_11549_aug.wav,ko,bonafide,real,-,kss_speaker,kss,이 아파트는 한 평에 3천만 원이 넘어요.,none
data/processed/ko_augmented/zeroth_204_003_2256_aug.wav,ko,bonafide,real,-,zeroth_204,zeroth_korean,지난 이천 십 삼 년 북한이 핵실험을 감행했을 때에도 규모 오 안팎의 인공지진이 발생한 바 있다,none
data/processed/en_mlaad_augmented/jane_eyre_21_f000318_aug.wav,en,spoof,tts,ElevenLabs-v3,-,mlaad,,codec
data/processed/en_augmented/LA_T_1720721_aug.wav,en,spoof,tts,A03,LA_0090,asvspoof2019la,,rawboost
data/processed/en_augmented/LA_T_1160090_aug.wav,en,bonafide,real,-,LA_0087,asvspoof2019la,,rawboost
data/processed/ko_augmented/zeroth_201_from_zeroth_210_003_2729_aug.wav,ko,spoof,vc,rvc_zeroth_201,zeroth_201,rvc_from_zeroth_210,주변국들이 이런 사업을 가만히 지켜보고 있을 리가 없다,rawboost
data/processed/en_mlaad_augmented/pink_fairy_book_33_f000071_aug.wav,en,spoof,tts,minimax_speech-2.6-hd,-,mlaad,,none
data/processed/en_augmented/LA_T_7801452_aug.wav,en,bonafide,real,-,LA_0094,asvspoof2019la,,none
data/processed/ko_mlaad_augmented/dorothy_and_wizard_oz_13_f000042_aug.wav,ko,spoof,tts,Qwen3-TTS-12Hz-0.6B-Base,-,mlaad,,rawboost
data/processed/ko_augmented/kss_06894_aug.wav,ko,bonafide,real,-,kss_speaker,kss,수면을 취하는 데 어려움을 겪은 적이 있나요?,none
data/processed/en_mlaad_augmented/silent_bullet_02_f000304_aug.wav,en,spoof,tts,ElevenLabs-v3,-,mlaad,,rawboost
data/processed/en_mlaad_augmented/hunters_space_18_f000043_aug.wav,en,spoof,tts,Qwen3-TTS-12Hz-1.7B-Base,-,mlaad,,codec
data/processed/ko_mlaad_augmented/jane_eyre_11_f000106_aug.wav,ko,spoof,tts,Chatterbox Multilingual,-,mlaad,,rawboost
data/processed/ko_augmented/zeroth_156_003_2594_aug.wav,ko,bonafide,real,-,zeroth_156,zeroth_korean,그분은 완벽한 제어력을 가지고 계시며 결코 과민 반응을 보이지 않으십니다,none
data/processed/ko_augmented/kss_08767_aug.wav,ko,bonafide,real,-,kss_speaker,kss,고속도로가 거대한 주차장이 되어 버렸어요.,rawboost+codec
data/processed/ko_mlaad_augmented/emerald_city_of_oz_17_f000125_aug.wav,ko,spoof,tts,minimax_speech-02-turbo,-,mlaad,,rawboost
data/processed/ko_augmented/zeroth_150_003_2293_aug.wav,ko,bonafide,real,-,zeroth_150,zeroth_korean,마음만 먹으면 어떤 사람보다도 정신과 의사는 범행하기가 쉽고 편안한 위치에 있습니다,rawboost
data/processed/en_mlaad_augmented/wives_and_daughters_21_f000042_aug.wav,en,spoof,tts,ElevenLabs-Turbo-v2.5,-,mlaad,,none
data/processed/en_augmented/LA_T_7367042_aug.wav,en,bonafide,real,-,LA_0082,asvspoof2019la,,rawboost
data/processed/en_mlaad_augmented/wives_and_daughters_47_f000088_aug.wav,en,spoof,tts,ElevenLabs-Turbo-v2.5,-,mlaad,,none
data/processed/en_augmented/LA_T_6472152_aug.wav,en,bonafide,real,-,LA_0098,asvspoof2019la,,rawboost+codec
data/processed/ko_augmented/zeroth_108_003_1014_aug.wav,ko,bonafide,real,-,zeroth_108,zeroth_korean,그런데 누구에는 더 많은 얘기를 나누고 누구에게는 한 마디만 나누고 그러면 그것이 바로 측근이 되고 내가 더 실세다 하는 것들이 생겨나잖아요,rawboost
data/processed/en_mlaad_augmented/jane_eyre_27_f000199_aug.wav,en,spoof,tts,ElevenLabs-v3,-,mlaad,,none
data/processed/en_mlaad_augmented/wives_and_daughters_28_f000086_aug.wav,en,spoof,tts,ElevenLabs-v2-Multilingual,-,mlaad,,none
data/processed/ko_mlaad_augmented/jane_eyre_37_f000430_aug.wav,ko,spoof,tts,MOSS-TTS-8B,-,mlaad,,none
data/processed/ko_augmented/zeroth_134_003_2657_aug.wav,ko,bonafide,real,-,zeroth_134,zeroth_korean,노효동 특파원 미국 최대의 방산업체인 록히드마틴이 지난 이십 구 일 한 미 양국이 사드 문제를 논의 중이라고 했던 주장을 하루 만에 뒤집었다,rawboost+codec
data/processed/en_mlaad_augmented/wives_and_daughters_58_f000072_aug.wav,en,spoof,tts,kokoro,-,mlaad,,rawboost
data/processed/en_augmented/LA_T_1131312_aug.wav,en,bonafide,real,-,LA_0092,asvspoof2019la,,rawboost
data/processed/en_mlaad_augmented/hunters_space_07_f000039_aug.wav,en,spoof,tts,tts_models_multilingual_multi-dataset_xtts_v2,-,mlaad,,none
data/processed/ko_augmented/zeroth_185_from_zeroth_173_003_1641_aug.wav,ko,spoof,vc,rvc_zeroth_185,zeroth_185,rvc_from_zeroth_173,증권 시장의 호황으로도 사회 정의가 구현될 수는 없다,rawboost
data/processed/ko_augmented/kss_00741_aug.wav,ko,spoof,tts,mms-tts-kor,vits_default,kss_transcript,그는 법정에 모습을 나타내지 않았다.,rawboost
data/processed/en_augmented/LA_T_7422329_aug.wav,en,bonafide,real,-,LA_0086,asvspoof2019la,,rawboost+codec
data/processed/en_mlaad_augmented/pink_fairy_book_36_f000042_aug.wav,en,spoof,tts,Higgs-Audio-V2,-,mlaad,,rawboost+codec
data/processed/ko_augmented/zeroth_148_003_1885_aug.wav,ko,bonafide,real,-,zeroth_148,zeroth_korean,온라인 여행전문 사이트 익스피디아에 따르면 아랍에미리트 직장인들은 연차휴가 삼십 일 스웨덴 네덜란드 노르웨이는 이십 오 일을 받아 백 퍼센트 쓰고 있다,none
data/processed/ko_mlaad_augmented/silent_bullet_06_f000237_aug.wav,ko,spoof,tts,tts_models_multilingual_multi-dataset_xtts_v2,-,mlaad,,rawboost+codec
data/processed/en_augmented/LA_T_5100132_aug.wav,en,bonafide,real,-,LA_0080,asvspoof2019la,,rawboost
data/processed/ko_augmented/zeroth_140_003_0611_aug.wav,ko,bonafide,real,-,zeroth_140,zeroth_korean,화가 임옥상씨가 십 팔 일 서울 광화문광장에서 열린 문화예술계 블랙리스트 진상규명 및 책임자 처벌과 예술검열을 반대하는 문화예술인들의 예술행동에 참여하고 있다,rawboost
data/processed/ko_mlaad_augmented/rinkitink_baum_03_64kb_f000011_aug.wav,ko,spoof,tts,Qwen3-TTS-12Hz-0.6B-Base,-,mlaad,,rawboost
data/processed/en_augmented/LA_T_3967178_aug.wav,en,bonafide,real,-,LA_0089,asvspoof2019la,,rawboost
data/processed/en_augmented/LA_T_7154443_aug.wav,en,spoof,tts,A02,LA_0089,asvspoof2019la,,rawboost
data/processed/en_augmented/LA_T_3394389_aug.wav,en,bonafide,real,-,LA_0093,asvspoof2019la,,rawboost
data/processed/ko_augmented/zeroth_187_003_1863_aug.wav,ko,bonafide,real,-,zeroth_187,zeroth_korean,일례로 예수께서는 한 젊은이의 진실함에 깊은 감명을 받으신 적이 있습니다,rawboost
data/processed/en_mlaad_augmented/the_master_key_13_f000088_aug.wav,en,spoof,tts,Chatterbox,-,mlaad,,rawboost
data/processed/ko_augmented/zeroth_153_003_1691_aug.wav,ko,bonafide,real,-,zeroth_153,zeroth_korean,한 걸음 더 나아가 천 구백 이십 이 년에는 처음으로 선박과 육지 사이에 무선 통신이 이루어졌습니다,rawboost
data/processed/ko_mlaad_augmented/rinkitink_baum_16_64kb_f000056_aug.wav,ko,spoof,tts,Qwen3-TTS-12Hz-0.6B-Base,-,mlaad,,rawboost
data/processed/en_augmented/LA_T_4817040_aug.wav,en,bonafide,real,-,LA_0082,asvspoof2019la,,rawboost
data/processed/en_mlaad_augmented/northandsouth_06_f000043_aug.wav,en,spoof,tts,ElevenLabs-v2-Multilingual,-,mlaad,,none
data/processed/ko_mlaad_augmented/midnight_passenger_10_f000112_aug.wav,ko,spoof,tts,Qwen3-TTS-12Hz-0.6B-Base,-,mlaad,,none
data/processed/en_mlaad_augmented/ozma_of_oz_14_f000096_aug.wav,en,spoof,tts,kokoro,-,mlaad,,rawboost+codec
data/processed/ko_augmented/zeroth_176_003_1193_aug.wav,ko,bonafide,real,-,zeroth_176,zeroth_korean,오히려 비판세력에 대해 행동으로 맞서기까지 하고 있다,rawboost
data/processed/ko_augmented/zeroth_164_003_0916_aug.wav,ko,bonafide,real,-,zeroth_164,zeroth_korean,처음에 몇몇 사람은 미신 때문에 지하에서 채굴하는 것을 두려워한 나머지 지표면에서 금을 찾기 시작했습니다,codec
data/processed/ko_mlaad_augmented/wives_and_daughters_22_f000116_aug.wav,ko,spoof,tts,MOSS-TTS-1.7B,-,mlaad,,rawboost
data/processed/ko_augmented/zeroth_197_003_0111_aug.wav,ko,bonafide,real,-,zeroth_197,zeroth_korean,조씨는 또 다음이 있겠거니 하고 기다려야지 별 수 있나라며 씁쓸하게 웃었다,none
data/processed/en_augmented/LA_T_1188742_aug.wav,en,bonafide,real,-,LA_0083,asvspoof2019la,,none
data/processed/en_mlaad_augmented/wives_and_daughters_52_f000184_aug.wav,en,spoof,tts,Higgs-Audio-V2,-,mlaad,,codec
data/processed/ko_mlaad_augmented/silent_bullet_05_f000092_aug.wav,ko,spoof,tts,minimax_speech-02-turbo,-,mlaad,,none
data/processed/en_mlaad_augmented/piratesofersatz_03_leinster_64kb_f000218_aug.wav,en,spoof,tts,MOSS-TTS-8B,-,mlaad,,rawboost
data/processed/en_mlaad_augmented/northandsouth_04_f000119_aug.wav,en,spoof,tts,ElevenLabs-v3,-,mlaad,,none
data/processed/ko_mlaad_augmented/wives_and_daughters_40_f000141_aug.wav,ko,spoof,tts,Fish-S2-Pro,-,mlaad,,none
data/processed/en_augmented/LA_T_9132666_aug.wav,en,bonafide,real,-,LA_0094,asvspoof2019la,,none
data/processed/ko_augmented/zeroth_216_003_1584_aug.wav,ko,bonafide,real,-,zeroth_216,zeroth_korean,올해 들어 한국 경제를 위협하는 가장 큰 요인으로 지목됐던 미국 중국 등 주요 두 개국 리스크 가운데 먼저 중국의 경기 둔화가 충격을 줬다,none
data/processed/en_augmented/LA_T_1882969_aug.wav,en,bonafide,real,-,LA_0092,asvspoof2019la,,rawboost+codec
data/processed/en_mlaad_augmented/jane_eyre_05_f000209_aug.wav,en,spoof,tts,ElevenLabs-Turbo-v2.5,-,mlaad,,rawboost
data/processed/ko_mlaad_augmented/wives_and_daughters_39_f000176_aug.wav,ko,spoof,tts,Qwen3-TTS-12Hz-1.7B-Base,-,mlaad,,codec
data/processed/ko_mlaad_augmented/jane_eyre_16_f000120_aug.wav,ko,spoof,tts,tts_models_multilingual_multi-dataset_bark,-,mlaad,,rawboost
data/processed/ko_mlaad_augmented/dorothy_and_wizard_oz_17_f000023_aug.wav,ko,spoof,tts,Fish-S2-Pro,-,mlaad,,none
data/processed/en_mlaad_augmented/midnight_passenger_11_f000190_aug.wav,en,spoof,tts,ElevenLabs-v2-Multilingual,-,mlaad,,rawboost
data/processed/en_mlaad_augmented/dorothy_and_wizard_oz_20_f000007_aug.wav,en,spoof,tts,Higgs-Audio-V2,-,mlaad,,rawboost
data/processed/ko_mlaad_augmented/poisoned_pen_04_f000054_aug.wav,ko,spoof,tts,tts_models_multilingual_multi-dataset_xtts_v2,-,mlaad,,codec
data/processed/ko_augmented/kss_02291_aug.wav,ko,bonafide,real,-,kss_speaker,kss,진심으로 애도의 말씀을 드립니다.,rawboost
data/processed/ko_augmented/zeroth_159_003_0153_aug.wav,ko,bonafide,real,-,zeroth_159,zeroth_korean,최순실 씨 조카 장시호 씨가 최근 특검에서 의미심장한 진술을 한 것으로 확인됐습니다,codec
data/processed/en_augmented/LA_T_6442486_aug.wav,en,bonafide,real,-,LA_0091,asvspoof2019la,,none
data/processed/en_augmented/LA_T_6631167_aug.wav,en,bonafide,real,-,LA_0080,asvspoof2019la,,rawboost
data/processed/en_mlaad_augmented/midnight_passenger_14_f000240_aug.wav,en,spoof,tts,GPT-SoVITS,-,mlaad,,none
data/processed/ko_mlaad_augmented/northandsouth_50_f000134_aug.wav,ko,spoof,tts,MOSS-TTS-1.7B,-,mlaad,,codec
data/processed/en_augmented/LA_T_7310231_aug.wav,en,bonafide,real,-,LA_0087,asvspoof2019la,,rawboost+codec
data/processed/en_mlaad_augmented/poisoned_pen_03_f000211_aug.wav,en,spoof,tts,Qwen3-TTS-12Hz-1.7B-Base,-,mlaad,,codec
data/processed/ko_augmented/kss_09714_aug.wav,ko,bonafide,real,-,kss_speaker,kss,숫자를 일일이 비교해 봐야 해.,rawboost
data/processed/en_augmented/LA_T_3058432_aug.wav,en,bonafide,real,-,LA_0084,asvspoof2019la,,none
data/processed/en_augmented/LA_T_6324553_aug.wav,en,bonafide,real,-,LA_0079,asvspoof2019la,,rawboost+codec
data/processed/ko_mlaad_augmented/northandsouth_18_f000090_aug.wav,ko,spoof,tts,Higgs-Audio-V2,-,mlaad,,codec
data/processed/en_augmented/LA_T_6910683_aug.wav,en,bonafide,real,-,LA_0088,asvspoof2019la,,codec
data/processed/ko_mlaad_augmented/hunters_space_12_f000005_aug.wav,ko,spoof,tts,tts_models_multilingual_multi-dataset_xtts_v2,-,mlaad,,none
data/processed/ko_augmented/zeroth_113_003_1633_aug.wav,ko,bonafide,real,-,zeroth_113,zeroth_korean,샌프란시스코 에이즈 재단에서는 다음과 같이 경고합니다,codec
data/processed/en_augmented/LA_T_5050748_aug.wav,en,bonafide,real,-,LA_0094,asvspoof2019la,,none
data/processed/en_augmented/LA_T_5593727_aug.wav,en,spoof,vc,A06,LA_0088,asvspoof2019la,,rawboost
data/processed/en_mlaad_augmented/wives_and_daughters_57_f000023_aug.wav,en,spoof,tts,Qwen3-TTS-12Hz-1.7B-Base,-,mlaad,,rawboost
data/processed/en_mlaad_augmented/wives_and_daughters_57_f000157_aug.wav,en,spoof,tts,Higgs-Audio-V2,-,mlaad,,rawboost+codec
data/processed/ko_mlaad_augmented/jane_eyre_16_f000065_aug.wav,ko,spoof,tts,Qwen3-TTS-12Hz-0.6B-Base,-,mlaad,,none
data/processed/ko_mlaad_augmented/dorothy_and_wizard_oz_08_f000090_aug.wav,ko,spoof,tts,Qwen3-TTS-12Hz-0.6B-Base,-,mlaad,,none
data/processed/en_mlaad_augmented/piratesofersatz_04_leinster_64kb_f000113_aug.wav,en,spoof,tts,minimax_speech-2.6-hd,-,mlaad,,none
data/processed/ko_augmented/zeroth_218_003_1875_aug.wav,ko,bonafide,real,-,zeroth_218,zeroth_korean,그 성구에서는 곧 하느님께서 땅을 파멸시키는 자들을 파멸시키실 것이라고 알려 줍니다,codec
data/processed/ko_augmented/zeroth_218_003_1386_aug.wav,ko,bonafide,real,-,zeroth_218,zeroth_korean,이날 박창진 사무장은 내 지인으로부터 메신저 연락이 왔는데 나에 대한 찌라시가 돌고 있다고 한다고 전했다,rawboost
data/processed/ko_augmented/zeroth_212_003_2759_aug.wav,ko,bonafide,real,-,zeroth_212,zeroth_korean,현재 그에 대해 알려진 것은 예전에 살던 집이 청주시 흥덕구 오송읍이고 천 구백 구십 칠 년 여름 소 중개업자의 손에 끌려 김씨의 축사에 왔다는 것뿐이다,rawboost
data/processed/en_mlaad_augmented/northandsouth_37_f000191_aug.wav,en,spoof,tts,ElevenLabs-v3,-,mlaad,,rawboost
data/processed/en_augmented/LA_T_9276305_aug.wav,en,bonafide,real,-,LA_0087,asvspoof2019la,,rawboost
data/processed/ko_mlaad_augmented/the_sea_fairies_03_f000112_aug.wav,ko,spoof,tts,OmniVoice,-,mlaad,,rawboost
data/processed/ko_augmented/zeroth_172_003_0927_aug.wav,ko,bonafide,real,-,zeroth_172,zeroth_korean,박씨는 또 새벽 한 시 삼십 분이 되자 광화문광장에 배치된 경찰들이 철수하기 시작했다,none
data/processed/en_mlaad_augmented/jane_eyre_23_f000052_aug.wav,en,spoof,tts,Qwen3-TTS-12Hz-1.7B-Base,-,mlaad,,rawboost+codec
data/processed/en_mlaad_augmented/poisoned_pen_06_f000173_aug.wav,en,spoof,tts,minimax_speech-2.6-hd,-,mlaad,,rawboost
data/processed/en_augmented/LA_T_7213473_aug.wav,en,bonafide,real,-,LA_0081,asvspoof2019la,,rawboost+codec
data/processed/ko_augmented/kss_05417_aug.wav,ko,bonafide,real,-,kss_speaker,kss,1년이 넘도록 실업자 신세예요.,rawboost
data/processed/ko_augmented/zeroth_188_003_2418_aug.wav,ko,bonafide,real,-,zeroth_188,zeroth_korean,서울도시철도 역시 육천 사백 칠십 오 억원의 수익을 냈으나 비용이 구천 이백 삼십 오 억원에 이르면서 이천 칠백 육십 억원의 적자를 냈다,none
data/processed/en_augmented/LA_T_1017386_aug.wav,en,spoof,tts,A03,LA_0079,asvspoof2019la,,none
data/processed/en_mlaad_augmented/wives_and_daughters_11_f000307_aug.wav,en,spoof,tts,minimax_speech-2.6-hd,-,mlaad,,rawboost+codec
data/processed/en_augmented/LA_T_4365712_aug.wav,en,bonafide,real,-,LA_0089,asvspoof2019la,,none
data/processed/ko_mlaad_augmented/emerald_city_of_oz_09_f000060_aug.wav,ko,spoof,tts,tts_models_multilingual_multi-dataset_bark,-,mlaad,,rawboost+codec
data/processed/en_augmented/LA_T_1581753_aug.wav,en,bonafide,real,-,LA_0085,asvspoof2019la,,rawboost
data/processed/en_augmented/LA_T_7214355_aug.wav,en,bonafide,real,-,LA_0090,asvspoof2019la,,none
